Fe
129
405
405
405
405
405
405
405
596
551
550
197
86
551
711
3
3
35
35
15
711
30
30
1024
86
197
3
3
550
3
45
3
15
15
129
405
405
405
405
405
405
405
7
711
547
596
553
86
3
439
551
7
711
3
35
35
86
3
3
711
3
15
129
405
405
405
405
405
405
405
276
550
15
30
30
1024
86
711
3
15
15
60
60
60
60
3
15
547
596
553
7
3
35
35
335
551
711
542
86
3
3
3
15
7
129
405
405
405
405
405
405
405
711
275
550
86
3
711
3
35
35
15
547
596
553
30
30
1024
86
258
3
3
551
15
15
3
711
262
2375
37
37
3
3
3
3
15
15
15
30264
129
405
405
405
405
405
405
405
3
48438
711
86
3
45
15
15
60
60
60
60
60
60
60
60
15
567
550
7
3
3
35
35
711
549
596
547
86
3
3
3
15
15
129
405
405
405
405
405
405
405
3
7
197
551
15
711
30
30
1024
3
86
3
3
15
30264
711
3
7
3
35
35
257
550
542
3
3
86
711
3
15
15
7
129
405
405
405
405
405
405
405
3
547
596
549
197
551
711
30
30
1024
86
3
15
3
3
35
35
15
3
711
30
30
1024
15
3
3
197
86
550
262
37
37
3
3
15
15
30264
129
405
405
405
405
405
405
405
58176
3
7
711
549
596
549
86
3
15
439
7
551
711
3
3
35
35
351
3
3
478
348
445
466
86
711
3
15
15
129
405
405
405
551
405
405
405
405
3
276
550
15
30
30
1024
711
86
3
15
15
60
60
60
60
3
15
30264
552
551
596
3
7
3
35
35
438
551
711
542
3
3
3
86
15
15
7
129
405
405
405
405
405
405
405
3
711
552
463
550
3
1806
86
15
711
3
3
35
35
15
552
547
596
971
30
30
1024
3
3
215
551
15
15
262
3
711
2375
37
37
1334079
31642546
3
15
100
100
100
100
100
3
86
15
15
30264
129
405
405
405
405
405
405
405
3
30
30
30
30
1024
1024
30
30
1024
711
8
30
1027
553
3
45
15
15
60
60
60
60
60
60
60
60
86
3
15
954
7
550
3
3
35
35
711
3
3
596
549
553
3
15
86
15
129
178196
405
405
405
405
405
405
3
7
645
15
551
711
30
30
1024
453
8
30
1027
3
3
15
86
449
452
30264
711
470
482
3
7
3
35
35
553
553
624
550
542
3
3
711
3
15
15
86
7
129
405
405
405
405
405
405
405
3
549
596
550
551
665
711
8
30
1027
3
15
86
3
3
35
35
15
711
971
30
30
550
554
1024
15
550
3
3
523
262
4901885
37
37
3
45
15
60
60
60
45
60
15
60
60
60
60
3
15
15
30264
86
129
623
405
405
405
405
405
54912
3
7
711
596
551
553
8
30
1027
3
15
551
981
7
86
711
3
3
35
35
453
3
3
711
3
15
15
554
554
129
405
405
405
405
405
405
405
86
3
550
859
15
30
30
1024
711
8
30
1027
3
15
15
60
60
60
60
3
15
551
553
596
30264
86
3
7
3
35
35
551
949
711
542
3
3
3
15
100
100
100
100
100
15
15
7
129
183148
405
405
405
405
405
54980
86
3
711
553
550
550
745
8
30
1027
3
15
711
86
3
47950
3
35
35
15
549
596
550
342
30
30
1024
375
3
3
551
676
15
15
3
262
3
711
2375
37
37
3335767
3
3
15
15
30264
129
405
405
405
405
405
405
405
3
86
30
30
30
30
1024
1024
30
30
1024
711
2994
552
554
451
8
30
1027
3
45
15
15
60
60
550
60
60
60
60
60
60
15
1079
7
2994
3
86
3
35
35
3138
711
3738
4496
553
596
546
3
3
3
456
453
15
15
129
186660
405
405
405
405
405
54416
3
551
7
86
986
15
711
30
30
1024
8
30
1027
3
3407
3138
3
15
30330
24
232
232
711
3
7
550
554
86
3
35
35
3407
550
914
3041
542
4825
3
3
711
3
15
15
7
129
173844
405
405
405
405
405
405
3
553
596
551
86
602
551
986
711
8
30
1027
450
3
15
3
86
3
35
35
15
711
552
552
30
30
1024
15
550
3
3
852
262
37
37
3
45
15
60
60
60
60
3
15
450
15
29344
36
280
280
280
129
188596
405
405
405
405
405
54700
3
7
86
711
363
3623
552
596
550
3042
8
30
1027
1577
3
551
15
1427
7
711
3
3
35
35
447
86
470
482
553
3
3
711
3
15
100
100
100
100
100
15
446
479
554
467
554
15
129
173652
405
405
405
405
405
405
3
552
550
1494
15
86
30
30
1024
449
452
711
4083
2918
8
30
1027
3
3
15
551
596
553
27694
3
7
3
35
35
86
3105
551
602
1302
711
2861
3726
2943
542
3
3
3
15
554
15
7
129
194436
405
405
405
405
405
56468
3
711
86
554
554
554
550
955
8
30
1027
3
15
711
3
9012
3
35
35
15
86
547
553
596
449
470
482
30
30
1024
554
447
551
480
3
3
868
15
15
2994
711
3
262
82
2366
2376
37
37
6577612
39
3135
2366
2994
2366
3
39
3135
2366
3138
2509
39
15
3278
15
60
60
60
60
2509
3738
3243
39
4506
3243
4496
4199
3
39
15
6203
4199
3407
2923
39
3938
2923
3138
2509
39
3278
2509
3407
2923
39
3938
2923
3041
2411
39
3179
2411
3623
3100
3042
2374
39
3142
2374
4083
2878
47
7265
7265
2878
2918
2236
15
39
3002
2236
3105
2503
39
3272
2503
2861
2279
554
39
3046
2279
3726
3341
39
4850
3341
2943
2360
39
3128
2360
27694
129
178164
405
405
405
405
405
405
9012
3
70
30
30
30
30
1024
1024
86
554
30
30
1024
711
4912
468
482
480
554
8
30
554
1027
3
550
554
2877
3079
15
1062
7
3934
3
3
35
35
3384
86
711
3673
3654
549
596
551
3
3
3
15
15
129
200044
405
405
405
405
405
56820
84
84
3108
550
551
3
7
1054
15
711
86
549
3890
30
30
1024
554
8
30
1027
3
3
15
27694
711
2892
3
7
552
550
3
35
35
15
15
15
15
13885
15
13885
15
3452
15
15
3497
15
554
550
86
1112
759
542
84
84
84
84
3
3
711
3
45
15
15
60
60
60
60
60
60
60
60
15
15
7
431
129
177680
405
405
405
405
405
405
3
454
4471
551
596
549
86
550
551
1052
711
84
84
4762
549
8
30
1027
3
470
468
484
15
446
481
469
483
3
554
3
35
35
483
15
84
84
4749
3
86
711
550
553
552
30
30
1024
15
554
550
3
3
1058
376
262
37
37
3
4832
15
100
100
100
100
100
3
15
15
27694
129
201644
405
405
405
405
405
55540
3
7
711
86
3571
548
596
549
8
30
1027
3
550
554
15
1292
7
711
3
549
3
35
35
86
550
3216
3
3
711
3
15
15
552
553
549
129
176340
405
405
405
405
405
405
3
554
550
1309
15
194
86
3041
30
30
1024
711
25663
25663
281
211
25663
194
16086
16086
281
211
16086
1129
8
30
1027
194
16086
16086
281
211
16086
3
45
15
60
60
60
60
25663
25663
281
211
25663
3
15
27694
2931
4474
3283
3
7
25663
25663
281
25663
23206
16086
16086
281
16086
12696
3
35
35
547
596
546
2987
467
479
553
554
1301
711
2983
86
15
15
70305
15
15
15
4925
15
453
553
542
3
3
3
549
15
15
7
129
199328
405
405
405
405
405
54836
5405
3
470
711
3314
3007
3007
3007
5564
86
548
553
546
550
554
1239
8
30
1027
3
2860
15
479
449
446
711
467
3
3
35
35
15
3058
551
2907
86
30
30
1024
551
596
553
2865
554
554
3
3
1109
15
15
4912
711
3
262
2376
4889
37
37
39
7633
6714005
4889
2877
2294
39
3061
2294
3079
2451
2845
3
39
3219
2451
3934
2743
39
3759
2743
3384
2785
3673
2416
15
15
39
3185
60
60
60
60
2416
3654
2401
39
3170
2401
84
84
131
131
84
84
131
3108
2476
3
15
39
3245
2476
3890
2570
39
3338
2570
2892
2341
47
5618
550
2341
3452
3001
39
4262
3001
84
84
131
131
84
84
131
131
84
84
131
84
84
131
4471
3419
15
39
4929
3419
84
84
131
131
84
84
131
4762
3782
39
5539
3782
84
84
131
131
84
84
131
4749
3738
39
5496
3738
4832
4667
39
7164
27694
4667
3571
3076
39
4337
3076
3041
2373
39
3141
2373
2931
2335
39
3104
2335
4474
3422
47
9405
3422
3283
2797
129
39
3566
2797
181952
2987
2378
405
405
39
405
3146
405
2378
2983
2374
405
405
39
3142
2374
5405
5359
39
8353
5359
3314
2740
39
3755
2740
3007
2455
39
3224
2455
3007
2455
39
3224
2455
3007
2455
39
3224
2455
5564
4758
39
7256
4758
2860
2277
3024
39
3046
2277
3058
2453
39
3221
2453
2907
2308
39
3076
2308
2865
2315
3
39
3083
2315
30
30
30
30
1024
1024
550
2993
30
30
1024
86
711
3254
3210
3205
8
30
1027
3
3
15
553
554
553
550
552
7
1292
2946
2946
2840
3
2344
3
35
35
2981
2981
711
86
553
3
3
3555
3
1393
15
15
129
202956
405
405
405
405
405
55568
3050
3050
3048
3051
3
7
553
549
596
554
551
1153
15
711
3139
3963
549
3340
3739
3192
30
30
1024
86
3192
3340
4248
4248
3971
3971
3794
554
8
30
1027
3
3
15
27694
711
2961
2961
3
7
194
3
35
35
3491
551
553
553
553
1193
550
86
84
84
542
3
3
711
2972
3
15
100
100
45
100
15
15
60
100
60
60
60
60
60
60
60
100
15
194
273
15
313
2409
185
299
275
7
129
177128
405
405
405
405
405
405
182
194
3
553
2957
3209
3760
549
596
553
549
554
86
1140
711
3206
2995
3534
550
8
30
1027
3
15
2990
3025
3
3
35
35
15
2848
554
711
2949
3804
3808
3808
4599
4599
3458
30
30
1024
86
3211
3211
3106
15
552
554
3
3
553
554
888
262
37
37
3041
3
15
3
15
27694
129
203252
405
405
405
405
405
56244
3
7
550
711
3044
553
484
86
3147
8
30
1027
481
3
3984
3006
15
7
551
552
596
554
554
1340
711
3
550
3
35
35
3731
234972
3091
86
3
3
711
3
3741
3737
3741
3743
15
553
15
482
129
176452
405
405
405
405
405
405
3808
3808
3801
3804
3
553
552
554
554
1302
15
3862
5279
550
30
30
1024
2656
2656
2656
711
15
41
4786
4786
236
86
3667
3039
3029
3029
8
30
1027
3
45
15
60
60
60
60
3
549
15
27694
3273
3005
3008
3
7
53780
53780
4550372
53780
53780
53780
53780
53780
4550372
53780
53780
53780
53780
53780
3
35
35
3209
553
596
554
546
554
3
3
15
93
3
1208
711
4550372
4550372
53780
53780
53780
53780
53780
53780
53780
53780
53780
53780
53780
53780
4725
3936
551
542
86
3
3
15
93
3
15
93
3
3
4257
15
15
7
129
201816
405
405
405
405
405
55248
2993
3
457
457
457
711
2981
3259
3246
3282
3731
2984
553
552
552
554
554
1246
3969
235814
86
8
30
1027
3615
3
3
3
3216
550
15
446
711
84
3061
3006
84
3
455
455
3
35
35
15
84
84
3820
3304
549
2912
3095
3095
3089
3092
548
30
30
1024
2926
86
214786
596
550
550
554
550
3
3
1093
2845
15
15
262
3
2376
2263
37
711
37
39
3032
8381548
2263
3024
2351
47
6027
3969
2351
3
2993
2409
39
3176
2409
3254
2694
39
3709
3
2694
3210
2691
39
3707
2691
3205
2686
3
39
3701
2686
2946
2301
39
3070
2301
2946
2301
39
15
3
3070
2301
2840
2258
39
3026
2258
2981
2562
39
3331
2562
2981
2562
39
3331
2562
3555
3050
39
4313
3050
3050
2413
39
3182
2413
3050
2413
39
3182
2413
3048
2411
552
39
15
3179
2411
3051
2414
39
3183
2414
3139
2464
39
3232
2464
3963
2592
39
3358
2592
3340
2560
39
3330
2560
3739
2520
39
3290
2520
3192
2478
39
3248
2478
3192
27694
2478
41
41
39
236
3248
2478
3340
2560
39
3330
2560
4248
2975
47
5568
15
2975
4248
2975
454
46
5009
15
2975
3971
2592
129
47
4425
4425
21903
2592
3971
2592
174444
405
405
46
382
3862
405
15
2592
3794
2512
405
405
39
405
3280
2512
2961
2376
39
3145
2376
2961
2376
39
3145
2376
3491
3001
47
7999
3001
84
84
131
131
84
84
131
2972
2419
47
5704
2419
2957
2316
3972
39
3084
2316
3209
2523
39
3292
2523
3760
2506
39
3274
235814
2506
3206
2520
214786
3
39
3288
2520
2995
2355
39
3123
2355
3534
2893
39
3908
2893
2990
2396
39
3165
2396
3025
2634
39
3402
2634
2848
2260
39
3028
2260
2949
2355
39
3123
2355
3804
2512
39
3280
2512
3808
2549
47
7271
15
2549
3808
2549
46
3826
15
2549
4599
3498
47
7589
7589
22857
3498
4599
3498
46
7027
15
3498
3458
2962
39
4225
2962
3211
2786
39
3555
2786
3211
2786
39
3555
2786
3106
2723
39
3492
2723
3041
2426
46
3707
5654
15
2426
3044
2376
47
4829
2376
3147
2494
47
4360
2494
3984
3619
39
5375
3619
3006
2377
39
3145
2377
3731
2463
39
3233
2463
3091
2458
39
3228
2458
3741
2470
46
7512
7512
23154
2470
3737
2466
46
7503
7503
23154
2466
3741
2510
46
5263
10658
15
2510
3743
2472
46
5224
10658
15
2472
3808
2558
3324
3620
3623
47
6347
15
2558
3808
2558
46
3839
15
2558
3801
2511
39
3279
21903
2511
3804
2514
46
3790
15
2514
3862
2686
39
3703
2686
5279
4469
39
6721
4469
3667
2405
39
3172
30
30
30
30
2405
3039
2424
1024
46
3702
5654
15
2424
3029
2348
1024
47
8035
8035
20652
2348
3029
2348
46
3624
15
2348
3273
2763
46
4793
6095
15
2763
3005
2389
39
3156
20652
2389
3008
2392
46
3666
15
2392
3209
2554
39
3324
2554
4725
3785
47
10615
10615
3785
3936
2758
47
7330
7330
2758
4257
3121
39
4385
3121
2993
2606
47
4440
2606
2981
2562
39
3330
2562
3259
2758
39
3526
2758
3246
2925
47
5294
5294
2925
3282
2796
39
3564
2796
3731
2463
39
3233
2463
2984
2565
469
481
47
5293
2565
3969
2624
39
3394
2624
3615
3098
39
4362
3098
84
84
131
131
3061
2456
47
5741
2456
3006
2455
39
3224
2455
84
84
131
84
84
131
131
84
84
131
3820
3413
47
8423
3413
3304
2727
39
3743
3083
3118
2727
2912
2329
39
3097
2329
3095
2478
47
4316
15
2478
3095
2478
46
3757
15
2478
3089
2432
39
3200
20652
2432
3092
2435
46
3711
15
2435
2926
2304
39
3073
2304
30
30
1024
856
711
3109
86
8
30
1027
3118
3
15
551
553
553
554
549
478
80
10
92
92
878
879576
7
1444
3101
2656
2656
2656
751524
751524
3
588126
3
35
35
550
711
4404
468
86
549
470
3
3
3
15
100
100
100
100
100
15
272
20354
20626
8243
15
548
129
188644
405
405
405
405
405
53724
3
7
596
551
552
554
550
1026
15
711
478
554
886008
30
30
1024
581694
468
86
8
30
1027
469
483
3
3
15
27694
711
15
93
93
3
99
99
878
3
7
138980
138980
138980
130460
138980
138980
130460
138980
79341
87859
87859
60174
79341
60174
602
3
35
35
3682
480
15
93
15
93
93
3
93
3
93
71
2172
526
526
4081
1260
138980
138980
138980
138980
130460
130460
138980
138980
79341
79341
87859
87859
60174
60174
3272
553
552
554
552
552
542
550
3
3
86
711
3
15
15
7
129
177916
405
405
405
405
405
405
3
553
4729
553
351
347
447
363
3770
6371
6374
377
480
550
550
552
596
470
554
1309
711
550
8
30
1027
86
3
550
551
15
3
3
35
35
15
4289
3
492
340
340
337
340
337
337
344
337
337
337
337
337
337
337
447
711
30
30
1024
15
552
3
3
86
449
892
472
454
262
37
37
3
15
15
60
60
60
60
15
3
549
552
550
550
553
15
27694
129
181940
405
405
405
405
405
54852
3769
4296
4299
3
7
550
602
711
551
4563
4566
8
30
1027
86
469
553
483
3
547
551
549
554
596
15
7
1225
711
3030
3
550
3
35
35
3768
3769
3620
3772
1474
1516
1349
1895
1824
8192
550
551
483
3
3
86
711
3
15
15
470
482
484
552
470
129
173900
405
405
405
405
405
405
3
1377
15
554
547
552
553
553
3756
30
30
1024
601
550
1157
711
9175
8192
8
30
1027
468
86
3
3
15
551
27694
3057
3
7
3
35
35
548
602
1159
8192
10240
1438
711
547
551
596
550
554
549
542
3
3
548
550
3894
3
86
45
15
15
60
60
60
60
60
60
60
60
15
15
881184
2408
7
129
191772
405
405
405
405
405
54392
3
586518
711
3007
457
457
449
552
10240
3506
2449
552
1265
15
93
3
347
347
8
30
1027
3195
3
86
553
552
551
602
554
553
550
15
711
4043
3
47950
3
35
35
15
2712
551
467
30
30
1024
549
3591
10240
3
3
1002
15
15
3969
3
262
711
2637
2376
37
37
39
3407
16062158
2637
3972
2640
47
5831
3
2640
3324
2794
15
100
100
100
46
100
4825
100
14251
15
2794
3620
3095
39
4358
22122
3095
3623
3098
46
5878
15
3098
3083
2434
15
3
39
3202
86
2434
3118
2491
39
3260
2491
3109
2508
596
550
545
552
39
3277
554
551
2508
3118
2491
39
3260
2491
3101
2468
39
3237
15
2468
4404
4085
39
6090
4085
3682
2424
39
3193
2424
3272
2710
39
3725
2710
4729
3751
39
5509
27694
3751
3770
2501
46
3779
5654
15
2501
6371
5722
39
8964
28004
5722
6374
5725
46
14523
15
5725
4289
3120
129
39
4382
173880
3120
3769
405
2500
405
405
46
3777
405
5654
15
2500
4296
3119
405
480
405
39
4381
15
3119
4299
3122
46
5900
15
3122
4563
3492
39
5002
15
3492
4566
3495
46
7029
15
3495
3030
2597
39
3364
2597
3768
2499
46
3776
5654
15
2499
3769
2460
39
3228
15
2460
3620
2393
39
3
3160
2393
3772
2463
46
3739
15
2463
3756
2455
39
3222
2455
9175
9295
39
15276
9295
3057
2442
3894
3575
39
5331
3575
3007
2379
39
3147
2379
3506
3076
39
4340
3076
3195
2521
39
3290
2521
4043
3708
39
5464
3708
3591
3057
47
7860
3057
551
550
30
30
30
30
1024
1024
3121
30
30
1024
4041
711
3051
552
8
30
1027
3
3
3
86
15
552
7
1436
3
3
35
35
4394
4394
4929
4932
553
550
554
601
552
552
879576
21504
711
2959
466
480
460
347
550
588126
10735
551
3
3
4644
3
15
86
15
549
129
201260
405
405
405
405
405
55692
470
482
470
3
7
2322
1214
711
15
550
596
3560
3018
3563
480
30
30
549
550
1024
550
554
554
550
8
30
1027
3
45
15
60
60
60
60
3
15
469
483
481
86
27694
711
3
7
3
35
35
548
553
1274
4567
542
3
3
548
551
554
602
554
553
711
3
15
15
86
7
129
177352
405
405
405
405
405
405
550
480
468
2903
3263
1803
1803
3
15
550
15
93
93
549
711
1321
546
8
30
596
1027
3
2939
15
549
554
554
550
553
550
86
3618
3840
3046
3693
3
3
35
35
15
4039
3764
3767
711
3843
3029
3040
3040
3032
3032
3221
30
30
1024
552
2952
2987
15
3
3
483
554
21504
262
1379
37
37
2977
3
15
15
60
60
60
60
15
3
15
27694
86
129
200840
405
405
405
405
405
54824
3049
2975
3
7
552
544
546
553
602
553
711
2974
550
7680
84
2974
2977
84
551
84
84
84
84
84
84
84
84
6557
8
30
1027
551
3
84
84
3039
3039
15
448
7
86
711
1633
3037
3036
466
3
478
482
466
479
553
467
3
35
35
3036
5467
3039
467
481
479
2656
2656
2656
15
41
4786
4786
226
1244
2472
2472
14
11
22
702
596
547
467
554
546
17920
549
550
553
550
3051
3051
3044
3044
3044
3044
3047
3047
3045
3045
3047
3047
3
3
711
702
4560
3
15
552
15
129
405
405
405
405
405
405
405
86
3683
3
554
15
1275
446
552
553
466
480
466
602
553
554
551
478
30
30
1024
711
8
30
1027
550
3
3
550
15
27694
86
3
7
470
482
552
551
450
450
3
35
35
469
2408
711
1469
3288
553
1474
1516
1349
1895
1824
8192
10240
542
552
551
554
596
3
3
39
39
1201
39
39
39
39
39
1201
39
39
1201
39
39
1201
39
39
1201
39
39
862
39
39
587
39
39
587
39
39
1190
39
39
1192
39
39
1192
39
39
1192
39
39
1191
39
39
1191
39
39
1191
39
39
1191
39
39
1191
39
39
1191
39
39
1191
39
39
1191
39
39
1191
39
39
1191
39
39
587
272
39
39
1001
39
39
583
39
39
590
39
39
590
39
39
862
39
39
1011
39
39
1003
39
39
39
587
39
587
39
592
39
592
39
592
272
3
15
100
100
39
100
39
859
100
66
1003
152
100
45
15
15
60
60
60
60
60
60
60
60
15
15
554
550
554
7
129
200760
405
405
405
405
405
54308
39
39
859
66
1003
152
86
3
12941
1827
76683
12254
711
3049
552
554
18933
1360
8
30
1027
3
3314
548
598
553
552
547
470
554
15
711
3
86
550
3
35
35
15
550
30
30
549
1024
550
3
3
15
15
3121
3
2424
711
2376
262
76
13
37
37
659
39
3192
22
702
2424
3051
2414
1031
30131078
47
4561
2414
4394
3395
3
47
9229
15
3395
4394
3395
46
6927
15
3395
4929
4022
39
6025
25578
4022
4932
4025
46
9056
15
4025
2959
2303
39
3070
3
15
2303
4224
4644
3679
39
5435
3679
3560
3128
39
4391
15
3128
3018
2395
39
3164
2395
3563
3131
46
5914
15
3131
4567
4340
39
6590
553
15
4340
2903
2320
47
4186
2320
3263
2632
39
3401
2632
2939
2352
47
4775
2352
3618
2380
54762
39
420
3147
2380
41
41
3840
226
2509
3046
2379
402
336
47
5961
471
336
2379
3693
129
2418
268
175892
336
39
3186
405
405
2418
4039
281
2836
405
337
405
399
405
46
4866
405
15502
15
2836
3764
281
2455
337
39
39
3223
39
39
39
39
39
39
1190
1001
39
39
1191
39
39
587
39
39
1191
39
39
592
39
1191
592
15
2455
3767
329
2458
329
46
3734
275
15
2458
329
3843
3912
277
2513
3029
58176
2425
337
39
3192
3
337
269
337
86
15
394
2425
3040
329
2476
275
47
4315
4315
337
20652
2476
3040
2476
233
269
46
3757
15
2476
3032
2428
337
281
46
3702
15
2428
3032
2428
397
275
46
3702
15
2428
3221
2659
337
329
39
3674
2659
337
2952
2334
233
47
4488
337
2334
2987
2398
275
46
6004
337
22661
2398
2977
2362
596
545
551
47
554
5968
2362
3049
2421
39
3190
2421
2975
2360
47
7409
2360
2974
2359
47
5963
2359
84
84
131
131
2974
2359
47
7408
2359
2977
2362
47
5968
2362
84
84
131
84
84
131
131
84
84
131
131
84
84
131
131
84
84
39
39
39
131
39
39
1190
39
39
1201
39
39
1201
39
39
131
862
39
39
1201
84
39
587
39
39
39
1191
39
39
1191
39
39
587
39
39
1191
39
39
1003
39
39
1201
84
39
39
590
39
39
587
1191
39
39
39
39
583
39
39
1191
39
39
592
39
39
1011
272
39
39
862
39
1191
39
39
39
1201
39
39
1191
39
39
587
39
39
1191
39
590
1191
272
131
84
84
30
30
30
30
131
84
1024
1024
84
131
84
84
131
6557
5888
39
550
554
9131
550
5888
84
84
131
131
84
84
131
3039
2401
39
3170
2401
3039
2401
39
3170
39
39
39
39
859
859
2401
66
1003
66
3037
1003
152
152
2399
39
3167
30
30
1024
2399
3036
2398
39
3166
2398
3036
2398
39
3166
2398
5467
4730
39
7229
4730
3039
2401
39
3170
2401
3051
2445
711
47
6107
702
15
2445
3051
2445
46
3726
15
2445
3044
2398
47
4235
4235
8
30
1027
20652
2398
3044
2398
46
3672
15
2398
3044
2398
47
4235
4235
3
482
20652
2398
3044
2398
46
3672
3
15
2398
3047
2401
47
4240
15
4240
552
550
20652
2401
3047
2401
46
3677
15
2401
7
3045
2399
47
4236
4236
1704
20652
2399
3045
2399
46
3673
3
15
2399
3047
2401
47
4240
86
4240
20652
2401
453
3047
2401
46
3677
15
2401
4560
3497
3683
2405
3
35
35
39
3172
2405
3288
2758
39
3773
3030
2758
3049
2406
47
6096
2406
3314
2737
47
7178
2737
552
598
554
551
554
553
711
550
482
460
3935
551
3
3
3
15
15
15
93
93
15
550
551
129
201668
405
405
405
405
405
405
3
7
86
711
15
1427
549
30
30
1024
554
551
596
545
2663
550
554
550
8
30
1027
3
45
15
60
60
60
60
3
15
54762
420
711
402
336
336
268
336
39
39
1001
281
337
281
337
3
329
329
275
329
277
7
337
337
269
337
394
329
275
337
233
269
337
86
281
397
275
337
329
337
233
337
275
337
3
35
35
482
39
39
39
39
39
1190
39
39
1192
39
39
587
39
39
1192
39
39
592
39
39
1192
39
39
592
39
39
1192
39
39
1201
39
39
1201
39
39
862
39
39
1201
39
39
587
39
39
1191
39
39
1191
39
39
587
39
39
1191
39
39
1003
39
39
1201
39
39
590
39
39
1191
39
39
587
39
39
583
39
39
1191
39
39
592
39
39
1011
39
39
862
39
39
1191
39
39
1201
39
39
1191
39
39
587
39
39
1191
590
39
1191
272
272
548
552
1315
39
39
39
39
859
859
66
1003
152
66
1003
152
542
15
93
93
3
3
3
711
3
602
552
553
551
554
550
553
15
15
7
129
15
93
405
93
3
405
405
405
405
405
405
3
86
552
551
550
711
1143
4346
552
8
30
1027
3
550
596
554
